iter	RMSE
316	0.6529892109
317	0.6528746639
318	0.652755577
319	0.6526748609
320	0.6525740488
321	0.6524693408
322	0.6523752611
323	0.6522561527
324	0.6521464308
325	0.6520434736
326	0.6519321573
327	0.6518394534
328	0.6517470557
329	0.6516562608
330	0.651553613
331	0.6514409115
332	0.6513276894
333	0.6512276644
334	0.6511328423
335	0.6510184999
336	0.6509136013
337	0.650801972
338	0.6507003112
339	0.6506092707
340	0.650503203
341	0.6504218027
342	0.6503192237
343	0.6502051309
344	0.6501136451
345	0.6500303299
346	0.6499220216
347	0.6498134394
348	0.6497144458
349	0.6496117382
350	0.6495157833
351	0.6494116142
352	0.6492969331
353	0.6492059087
354	0.6491125513
355	0.6490101677
356	0.6489299874
357	0.6488264878
358	0.6487547039
359	0.6486435377
360	0.648543343
361	0.6484451615
362	0.6483606244
363	0.6482806593
364	0.6481654008
365	0.6480635819
366	0.6479739464
367	0.6478794354
368	0.6477761559
369	0.6477153949
370	0.6476086084
371	0.6474985923
372	0.6474134323
373	0.647326821
374	0.6472378525
375	0.6471438596
376	0.6470597229
377	0.6469620728
378	0.6468500565
379	0.6467706642
380	0.646649695
381	0.6465468936
382	0.6464564614
383	0.6463576285
384	0.646248938
385	0.6461588424
386	0.6460332432
387	0.6459525463
388	0.6458243902
389	0.6457225736
390	0.645638633
391	0.6455111828
392	0.6454046951
393	0.6453044146
394	0.645185552
395	0.6450935844
396	0.6450056278
397	0.644925862
398	0.6448359186
399	0.6447532835
400	0.6446391443
401	0.6445477588
402	0.6444305681
403	0.6443275804
404	0.6442182598
405	0.6441233738
406	0.6440349258
407	0.6439323766
408	0.643840603
409	0.6437365325
410	0.6436405499
411	0.6435389368
412	0.6434289951
413	0.6433326245
414	0.643239513
415	0.6431396708
416	0.6430534915
417	0.6429608909
418	0.6428531073
419	0.6427605294
420	0.6426572039
421	0.6425597827
422	0.6424814435
423	0.642388718
424	0.642288039
425	0.6421639318
426	0.6420838292
427	0.641996005
428	0.6418862575
429	0.6417988796
430	0.6416900901
431	0.6415999255
432	0.6414969934
433	0.641421719
434	0.6413519854
435	0.641252523
436	0.6411583848
437	0.6410632825
438	0.6409636948
439	0.6408789947
440	0.6408097327
441	0.6407216347
442	0.6406171381
443	0.6405263547
444	0.6404222925
445	0.6403144237
446	0.6402318012
447	0.6401202387
448	0.6400416234
449	0.6399608863
450	0.6398533596
451	0.6397659441
452	0.6396672895
453	0.6395869823
454	0.639504346
455	0.6394341739
456	0.6393246319
457	0.6392086262
458	0.6390950421
459	0.6390044349
460	0.6388811294
461	0.6387726737
462	0.6386744799
463	0.6385775845
464	0.6384786556
465	0.6383876132
466	0.638293433
467	0.6382186281
468	0.6381352618
469	0.6380406298
470	0.6379275623
471	0.6378446903
472	0.6377543823
473	0.6376926173
474	0.6375932425
475	0.637494339
476	0.6373943077
477	0.637311967
478	0.6372245665
479	0.6371137616
480	0.6370291276
481	0.6369145584
482	0.6368356084
483	0.636746049
484	0.6366679053
485	0.6365887664
486	0.6364885031
487	0.6363987022
488	0.6363231923
489	0.6361981245
490	0.6361063238
491	0.6360222242
492	0.6359371126
493	0.6358442306
494	0.635742787
495	0.6356419669
496	0.6355642992
497	0.6354833144
498	0.6353973562
499	0.6353084034
500	0.6352264732
501	0.6351500822
502	0.6350828378
503	0.6349901648
504	0.6348992426
505	0.6348081675
506	0.6347116733
507	0.6346339278
508	0.634534921
509	0.6344255809
510	0.6343382916
511	0.634232008
512	0.6341217505
513	0.6340314828
514	0.6339408542
515	0.6338575954
516	0.6337732941
517	0.6336666024
518	0.6335667065
519	0.6334739982
520	0.6333844532
521	0.6332900081
522	0.6331947626
523	0.6331089273
524	0.6330144083
525	0.6329221252
526	0.6328414679
527	0.6327394972
528	0.6326438779
529	0.6325660834
530	0.6324636921
531	0.6323701382
532	0.6322650575
533	0.6321991716
534	0.6321149378
535	0.6320243851
536	0.631936811
537	0.6318272642
538	0.6317317678
539	0.6316462875
540	0.6315558153
541	0.6314831732
542	0.6314005017
543	0.631316848
544	0.6311982505
545	0.6311017964
546	0.631024444
547	0.6309404608
548	0.6308645153
549	0.6307703307
550	0.6306891894
551	0.6306039013
552	0.6305125782
553	0.6304071846
554	0.6303159356
555	0.6302230181
556	0.6301382897
557	0.6300563246
558	0.6299555158
559	0.6298859319
560	0.6298157468
561	0.6297361079
562	0.6296507376
563	0.6295746752
564	0.629509806
565	0.6294413799
566	0.6293688421
567	0.6293073312
568	0.629218162
569	0.629125164
570	0.6290362432
571	0.6289353449
572	0.6288519487
573	0.6287598234
574	0.6286765148
575	0.6286044122
576	0.6285018303
577	0.6284073305
578	0.6283416164
579	0.6282719131
580	0.628172085
581	0.6280796925
582	0.62800236
583	0.627911284
584	0.6278333618
585	0.6277696795
586	0.6276677274
587	0.6275788503
588	0.6274878664
589	0.6273904008
590	0.6273087715
591	0.6272304114
592	0.6271540859
593	0.6270579049
594	0.6269698813
595	0.6268895678
596	0.6267904952
597	0.6267039623
598	0.6266310604
599	0.6265594501
600	0.6264769869
601	0.6263909269
602	0.6263077638
603	0.6262263218
604	0.6261559242
605	0.6260618597
606	0.6259607985
607	0.6258815793
608	0.6257946404
609	0.6257298456
610	0.6256422055
611	0.6255495576
612	0.6254557189
613	0.6253492869
614	0.6252815637
615	0.6251756391
616	0.6250887734
617	0.6249943105
618	0.62493755
619	0.6248398754
620	0.6247696413
621	0.6246949847
622	0.6246204223
623	0.6245243974
624	0.6244327053
625	0.6243512693
626	0.6242844665
627	0.6242065536
628	0.6241215703
629	0.6240419538
630	0.6239589018
631	0.6238743574
632	0.6237909059
633	0.6237084896
634	0.6236240476
635	0.6235338137
636	0.6234445051
637	0.6233623422
638	0.6232646187
639	0.6231683201
640	0.6230669552
641	0.6229817308
642	0.6229101014
643	0.6228129255
644	0.6227396041
645	0.6226521954
646	0.6225674246
647	0.6224697733
648	0.622386006
649	0.6222930217
650	0.6222090504
651	0.6221185684
652	0.6220521996
653	0.6219788832
654	0.6218863577
655	0.6217960988
656	0.6217133005
657	0.6216345942
658	0.6215475997
659	0.6214544723
660	0.6213913458
661	0.6213148767
662	0.6212232787
663	0.6211315479
664	0.6210689772
665	0.6209803564
666	0.6208963919
667	0.620819651
668	0.6207461001
669	0.6206592356
670	0.6205830804
671	0.6205160559
672	0.6204504374
673	0.6203770124
674	0.6202884184
675	0.6202164529
676	0.6201493083
677	0.6200609599
678	0.6199730397
679	0.6198651106
680	0.6197648964
681	0.6196878902
682	0.6196042755
683	0.6195155892
684	0.6194560093
685	0.6193769168
686	0.6192947865
687	0.6192021523
688	0.6191351863
689	0.6190522262
690	0.6189627332
691	0.6188998376
692	0.6188114078
693	0.6187404181
694	0.6186685522
695	0.6185698024
696	0.618484253
697	0.6183969867
698	0.6183020847
699	0.618224625
700	0.6181401922
701	0.6180771556
702	0.6180000599
703	0.6179145622
704	0.6178311262
705	0.617750187
706	0.6176726598
707	0.6175931706
708	0.6175232279
709	0.6174296838
710	0.6173536743
711	0.6172695437
712	0.6172019882
713	0.6171277358
714	0.6170603652
715	0.6169792634
716	0.6169086555
717	0.6168219457
718	0.6167558698
719	0.6166716498
720	0.6165805688
721	0.6165043874
722	0.6164133437
723	0.6163245647
724	0.6162510556
725	0.6161638938
726	0.6160678421
727	0.6159724256
728	0.615888876
729	0.6157977219
730	0.6157290881
731	0.6156445291
732	0.615565402
733	0.6154767259
734	0.6153891746
735	0.6153236607
736	0.6152739937
737	0.6151902907
738	0.6151277815
739	0.6150337939
740	0.6149627842
741	0.6148924036
742	0.6148243182
743	0.6147458868
744	0.6146827869
745	0.6146216778
746	0.6145379527
747	0.6144915802
748	0.6144175073
749	0.614335734
750	0.6142455739
751	0.6141689507
752	0.6141006736
753	0.6140418998
754	0.613967143
755	0.6138912914
756	0.6138167206
757	0.6137494828
758	0.6136936053
759	0.613617743
760	0.6135340268
761	0.6134544644
762	0.6133621194
763	0.6132724892
764	0.6132040196
765	0.6131302363
766	0.6130485291
767	0.612968724
768	0.6128964134
769	0.6128267445
770	0.6127420107
771	0.6126613305
772	0.6126048405
773	0.6125383486
774	0.6124601665
775	0.6123747112
776	0.6123103558
777	0.6122216532
778	0.6121483203
779	0.6120767767
780	0.6119865522
781	0.6119153025
782	0.6118345206
783	0.61175389
784	0.6116795549
785	0.6116066071
786	0.611534169
787	0.61147348
788	0.6114006828
789	0.6113029059
790	0.6112366975
791	0.6111459152
792	0.6110755089
793	0.6109928225
794	0.6109110983
795	0.6108385332
796	0.6107554927
797	0.6106961724
798	0.6106285934
799	0.6105484623
800	0.610467021
801	0.6103965955
802	0.6103071163
803	0.6102291218
804	0.6101336074
805	0.6100658397
806	0.6099845483
807	0.6098892802
808	0.6098090601
809	0.6097398584
810	0.6096740082
811	0.6095832631
812	0.6095226343
813	0.6094642163
814	0.6093903551
815	0.6093171042
816	0.6092627611
817	0.6091966107
818	0.6091309809
819	0.6090652453
820	0.6089984728
821	0.6089277859
822	0.6088571656
823	0.6087982669
824	0.608728354
825	0.608660247
826	0.6085800687
827	0.6084993272
828	0.6084240963
829	0.6083696201
830	0.608288816
831	0.6081937886
832	0.6081268436
833	0.6080545392
834	0.6079936908
835	0.6079137126
836	0.6078424284
837	0.6077844999
838	0.6077146044
839	0.6076392194
840	0.6075644363
841	0.6074782491
842	0.6073911718
843	0.607316972
844	0.6072494152
845	0.6071845607
846	0.6070887493
847	0.6070190663
848	0.6069421872
849	0.6068549999
850	0.6067652808
851	0.6066955947
852	0.6066211725
853	0.6065311257
854	0.6064531242
855	0.6063683382
856	0.6063106774
857	0.606247806
858	0.6061680871
859	0.6061097317
860	0.6060361006
861	0.6059505354
862	0.6058551261
863	0.6057813308
864	0.6057006698
865	0.6056398487
866	0.6055795908
867	0.6054955189
868	0.6054127475
869	0.6053496581
870	0.6052838284
871	0.6052153318
872	0.6051493781
873	0.6050758937
874	0.6049843741
875	0.6049106141
876	0.604846292
877	0.6047751193
878	0.604698514
879	0.6046252707
880	0.6045530983
881	0.6044717384
882	0.6043905594
883	0.6043084953
884	0.6042327439
885	0.6041677053
886	0.6041066929
887	0.6040356637
888	0.6039695485
889	0.6038865492
890	0.6038231046
891	0.603756961
892	0.6036794881
893	0.6036032388
894	0.603529277
895	0.6034570929
896	0.6033934479
897	0.6033367278
898	0.6032785165
899	0.6032014053
900	0.6031191165
901	0.6030321777
902	0.6029678056
903	0.6028982181
904	0.6028365618
905	0.602777038
906	0.602709167
907	0.6026415551
908	0.6025710253
909	0.6025051965
910	0.6024223926
911	0.6023375199
912	0.6022501435
913	0.6021749889
914	0.6021099874
915	0.6020351699
916	0.6019608344
917	0.6018900364
918	0.6018380744
919	0.6017770229
920	0.6017079918
921	0.6016282425
922	0.6015586826
923	0.6014797777
924	0.6014078245
925	0.601333981
926	0.6012572879
927	0.6011841118
928	0.6011193625
929	0.6010490052
930	0.6009753103
931	0.6009206685
932	0.600851336
933	0.6007765375
934	0.6007066777
935	0.6006404448
936	0.6005642773
937	0.6005096293
938	0.6004433573
939	0.6003768848
940	0.6003058221
941	0.6002578037
942	0.6001780539
943	0.6000701905
944	0.5999993626
945	0.5999253646
946	0.5998534235
947	0.599775819
948	0.5996950232
949	0.5996424096
950	0.5995789916
951	0.5995096466
952	0.5994282083
953	0.5993601014
954	0.5993083913
955	0.5992422177
956	0.5991890188
957	0.5991100202
958	0.5990427549
959	0.5989828999
960	0.598909998
961	0.598833252
962	0.5987610835
963	0.5986952963
964	0.5986265096
965	0.5985421649
966	0.5984650449
967	0.5984035858
968	0.5983306518
969	0.5982537367
970	0.5981858808
971	0.5980933949
972	0.5980104411
973	0.5979441119
974	0.5978741263
975	0.5978112691
976	0.5977367031
977	0.5976748705
978	0.5976211466
979	0.5975330126
980	0.5974703319
981	0.5973964027
982	0.5973284447
983	0.5972597732
984	0.5971925196
985	0.5971237739
986	0.597065832
987	0.5970114424
988	0.5969410327
989	0.5968748373
990	0.5968153661
991	0.5967347182
992	0.596676234
993	0.5966045818
994	0.5965486891
995	0.5964706507
996	0.5963956229
997	0.5963209254
998	0.5962547947
999	0.5962025118
1000	0.5961456484
1001	0.5960648867
1002	0.5960080241
1003	0.5959582952
1004	0.5958937714
1005	0.5958401835
1006	0.595750092
1007	0.595690267
1008	0.5956128491
1009	0.5955389066
1010	0.5954763524
1011	0.5954007382
1012	0.595345696
1013	0.5952759144
1014	0.5951884468
1015	0.5951378692
1016	0.5950619292
1017	0.5950075777
1018	0.5949422949
1019	0.594861073
1020	0.5947774665
1021	0.5947007606
1022	0.59463024
1023	0.5945447762
1024	0.5944867364
1025	0.5944126856
1026	0.5943426182
1027	0.5942685336
1028	0.5941970898
1029	0.5941130403
1030	0.594060701
1031	0.5939937988
1032	0.5939237409
1033	0.5938525871
1034	0.5937857482
1035	0.5937200811
1036	0.5936654755
1037	0.5935948877
1038	0.5935450804
1039	0.5934613742
1040	0.5933981611
1041	0.5933389753
1042	0.5932729997
1043	0.5932121174
1044	0.5931567345
1045	0.5931073405
1046	0.5930293682
1047	0.5929346315
1048	0.592873535
1049	0.5928064062
1050	0.5927403572
1051	0.5926819817
1052	0.5926343177
1053	0.5925725567
1054	0.5925150658
1055	0.5924456341
1056	0.5923916685
1057	0.5923292025
1058	0.5922393406
1059	0.592178461
1060	0.5921005755
1061	0.5920509834
1062	0.5919763681
1063	0.5919146608
1064	0.5918264967
1065	0.5917604761
1066	0.5916958256
1067	0.591619042
1068	0.5915549956
1069	0.5914955142
1070	0.5914098337
1071	0.5913537345
1072	0.5913062937
1073	0.5912267898
1074	0.5911685062
1075	0.5911112618
1076	0.5910571478
1077	0.5910031044
1078	0.5909174396
1079	0.5908639359
1080	0.5907845036
1081	0.5907086116
1082	0.5906328537
1083	0.5905824811
1084	0.5905242811
1085	0.5904606542
1086	0.5903935804
1087	0.5903153767
1088	0.5902476585
1089	0.5901784293
1090	0.5901204294
1091	0.5900569069
1092	0.5900037525
1093	0.5899568716
1094	0.589897603
1095	0.5898322901
1096	0.5897680879
1097	0.5897049186
1098	0.589636617
1099	0.5895744958
1100	0.5895200474
1101	0.5894402668
1102	0.5893703424
1103	0.589300503
1104	0.5892505727
1105	0.5891774972
1106	0.5891204518
1107	0.5890624018
1108	0.5890078303
1109	0.5889272386
1110	0.5888465293
1111	0.5887944257
1112	0.5887345541
1113	0.5886637474
1114	0.588591482
1115	0.5885315618
1116	0.5884717371
1117	0.5884120266
1118	0.5883561927
1119	0.5882996724
1120	0.5882416141
1121	0.5881719154
1122	0.5881230402
1123	0.5880521669
1124	0.5879998032
1125	0.5879384224
1126	0.5878827253
1127	0.5878175898
1128	0.587752698
1129	0.5876777593
1130	0.5876079785
1131	0.5875275994
1132	0.5874815256
1133	0.5874400473
1134	0.5873701668
1135	0.5873123718
1136	0.5872516502
1137	0.5871695397
1138	0.587112305
1139	0.5870469029
1140	0.5869831209
1141	0.5869061726
1142	0.5868426412
1143	0.5867736871
1144	0.5867092302
1145	0.5866578328
1146	0.5865931738
1147	0.586531767
1148	0.5864728103
1149	0.5864029009
1150	0.5863482336
1151	0.5862923151
1152	0.5862262634
1153	0.586173643
1154	0.5861113002
1155	0.5860408656
1156	0.5859738481
1157	0.5859056392
1158	0.5858407366
1159	0.5857785693
1160	0.5857200036
1161	0.5856630576
1162	0.5856080659
1163	0.5855546572
1164	0.5854818243
1165	0.5854254553
1166	0.5853539668
1167	0.5852878063
1168	0.5852183082
1169	0.5851605471
1170	0.5850967062
1171	0.585028629
1172	0.5849590197
1173	0.584897607
1174	0.5848446218
1175	0.5847850471
1176	0.5847353356
1177	0.5846612505
1178	0.5846015608
1179	0.5845511107
1180	0.5844949834
1181	0.5844307558
1182	0.5843667304
1183	0.5843150394
1184	0.5842591753
1185	0.5842037605
1186	0.5841322987
1187	0.5840499082
1188	0.5840012908
1189	0.5839315273
1190	0.5838607136
1191	0.5837838109
1192	0.5837274357
1193	0.5836612622
1194	0.5835935717
1195	0.5835235957
1196	0.5834470078
1197	0.5833879293
1198	0.5833363044
1199	0.583277849
1200	0.583197369
1201	0.583123868
1202	0.5830669218
1203	0.5830151681
1204	0.5829625119
1205	0.5829115618
1206	0.5828428211
1207	0.5827703048
1208	0.5827184596
1209	0.5826541158
1210	0.5825944753
1211	0.5825242847
1212	0.5824639914
1213	0.5823913039
1214	0.5823351038
1215	0.5822631443
1216	0.582213432
1217	0.5821526232
1218	0.5820905982
1219	0.5820427512
1220	0.5819829358
1221	0.5819211221
1222	0.5818549782
1223	0.5818098347
1224	0.5817593323
1225	0.5816775678
1226	0.5816256617
1227	0.581566088
1228	0.5815108498
1229	0.5814515203
1230	0.5813837382
1231	0.5812988841
1232	0.5812485192
1233	0.5811840029
1234	0.581139323
1235	0.5810867364
1236	0.5810330482
1237	0.5809705121
1238	0.5809128765
1239	0.5808529496
1240	0.5807848623
1241	0.5807222669
1242	0.5806407656
1243	0.5805838204
1244	0.5805242068
1245	0.5804728318
1246	0.5804252913
1247	0.5803579726
1248	0.5803147099
1249	0.5802640656
1250	0.5802063271
1251	0.5801486784
1252	0.5800797715
1253	0.5800093604
1254	0.579954064
1255	0.5798953856
1256	0.5798448715
1257	0.5797943367
1258	0.5797373345
1259	0.5796791895
1260	0.5796255194
1261	0.5795754305
1262	0.5795129617
1263	0.579477161
1264	0.5794249537
1265	0.5793752118
1266	0.5793109034
1267	0.5792497829
1268	0.5791913011
1269	0.5791466301
1270	0.5790725245
1271	0.5790136254
1272	0.5789541418
1273	0.5788948695
1274	0.5788515238
1275	0.5787880683
1276	0.5787376957
1277	0.5786579437
1278	0.5785979179
1279	0.5785375048
1280	0.5784666809
1281	0.5784106734
1282	0.5783439577
1283	0.5782782179
1284	0.5782335905
1285	0.5781694385
1286	0.5780911745
1287	0.5780307532
1288	0.5779700785
1289	0.5779155521
1290	0.5778681629
1291	0.5778223729
1292	0.5777699084
1293	0.5777128862
1294	0.5776362918
1295	0.5775789948
1296	0.5775316642
1297	0.5774635878
1298	0.5774114825
1299	0.5773408743
1300	0.577283452
1301	0.5772334716
1302	0.5771663256
1303	0.5771053661
1304	0.577040707
1305	0.5769924078
1306	0.5769284746
1307	0.5768671568
1308	0.5768105955
1309	0.5767352561
1310	0.576688878
1311	0.5766237745
1312	0.5765451345
1313	0.5764905445
1314	0.5764478561
1315	0.5763773734
1316	0.576322
1317	0.5762708584
1318	0.5762146063
1319	0.5761513774
1320	0.5760913399
1321	0.5760244421
1322	0.5759755445
1323	0.5759100116
1324	0.5758495405
1325	0.5757875102
1326	0.5757256407
1327	0.5756588702
1328	0.5755917786
1329	0.5755331316
1330	0.5754742618
1331	0.5754149723
1332	0.5753647506
1333	0.5752996593
1334	0.5752317656
1335	0.5751545148
1336	0.5750976464
1337	0.5750417237
1338	0.574991138
1339	0.5749392732
1340	0.5748843499
1341	0.5748317348
1342	0.5747893497
1343	0.5747382688
1344	0.5746623275
1345	0.5746034416
1346	0.574558731
1347	0.5745044385
1348	0.574450632
1349	0.574379874
1350	0.5743197635
1351	0.5742762055
1352	0.5742041772
1353	0.5741387967
1354	0.5740623293
1355	0.5740012674
1356	0.5739492753
1357	0.573880799
1358	0.5738390284
1359	0.5737847896
1360	0.5737376
1361	0.5736762464
1362	0.5736179296
1363	0.5735674692
1364	0.5735281377
1365	0.5734813438
1366	0.573415955
1367	0.5733706917
1368	0.5733076667
1369	0.5732634872
1370	0.5732185763
1371	0.5731687074
1372	0.5731104691
1373	0.5730548288
1374	0.5729811707
1375	0.5729330143
1376	0.5728918639
1377	0.5728311616
1378	0.5727730503
1379	0.5727263909
1380	0.5726544164
1381	0.572600844
1382	0.5725454517
1383	0.5724818616
1384	0.5724267323
1385	0.5723761876
1386	0.5722999578
1387	0.5722653008
1388	0.5722245434
1389	0.5721668719
1390	0.5721137947
1391	0.5720375419
1392	0.5719744958
1393	0.5719231293
1394	0.5718727267
1395	0.5718112104
1396	0.571753472
1397	0.5716784745
1398	0.5716217222
1399	0.5715528418
1400	0.5715130735
1401	0.5714577239
1402	0.5714110147
1403	0.5713608212
1404	0.5713067556
1405	0.5712588752
1406	0.5712122337
1407	0.5711514974
1408	0.571093945
1409	0.5710410956
1410	0.5709836584
1411	0.5709260229
1412	0.5708799849
1413	0.5708122689
1414	0.5707606551
1415	0.5707191097
1416	0.5706635
1417	0.5706231443
1418	0.5705715313
1419	0.5705042722
1420	0.5704553394
1421	0.5704132064
1422	0.5703476162
1423	0.5702705429
1424	0.5702233146
1425	0.5701915554
1426	0.5701174901
1427	0.570064882
1428	0.5700079989
1429	0.5699562839
1430	0.5699010796
1431	0.5698504249
1432	0.5698086963
1433	0.5697687808
1434	0.5697157291
1435	0.5696506882
1436	0.5696038999
1437	0.5695490537
1438	0.5694988898
1439	0.5694558428
1440	0.5693842057
1441	0.569328647
1442	0.5692805982
1443	0.569235999
1444	0.5691738859
1445	0.5691234403
1446	0.569063558
1447	0.5690025308
1448	0.5689636652
1449	0.5689162939
1450	0.5688753885
1451	0.5688286614
1452	0.5687742635
1453	0.5686904366
1454	0.5686464105
1455	0.5686003809
1456	0.5685572714
1457	0.5684944961
1458	0.5684396624
1459	0.5683846515
1460	0.5683241454
1461	0.5682811185
1462	0.5682291635
1463	0.5681725046
1464	0.5681229784
1465	0.5680677879
1466	0.5680054811
1467	0.5679538553
1468	0.5678865409
1469	0.5678271983
1470	0.5677833945
1471	0.5677206998
1472	0.5676591236
1473	0.5676041741
1474	0.5675603229
1475	0.5675120318
1476	0.5674652053
1477	0.5674154765
1478	0.5673672847
1479	0.5673048302
1480	0.567261041
1481	0.56721804
1482	0.567145955
1483	0.5670896433
1484	0.5670260205
1485	0.5669809885
1486	0.5669305554
1487	0.5668696144
1488	0.5668038759
1489	0.566760173
1490	0.5666901271
1491	0.5666360679
1492	0.5665743854
1493	0.5665386394
1494	0.566489577
1495	0.5664356684
1496	0.5663823405
1497	0.5663280264
1498	0.566272588
1499	0.5662006999
1500	0.5661409783
1501	0.5660566007
1502	0.5660177373
1503	0.5659644474
1504	0.5659158568
1505	0.5658663735
1506	0.5658069122
1507	0.5657570852
1508	0.5656903073
1509	0.5656442677
1510	0.5655801398
1511	0.565516528
1512	0.5654674111
1513	0.5654209479
