iter	RMSE
1514	0.56536116
1515	0.5652993885
1516	0.5652364823
1517	0.5651575649
1518	0.565104764
1519	0.5650587337
1520	0.5649908313
1521	0.5649456465
1522	0.5648834512
1523	0.5648357473
1524	0.564780983
1525	0.564723035
1526	0.5646720206
1527	0.5646155271
1528	0.5645524883
1529	0.5644975067
1530	0.5644260793
1531	0.5643758838
1532	0.5643103503
1533	0.5642486835
1534	0.5641961207
1535	0.5641346858
1536	0.5640855799
1537	0.5640276676
1538	0.5639643819
1539	0.5639156151
1540	0.5638686818
1541	0.563812497
1542	0.56376607
1543	0.5637175195
1544	0.5636678683
1545	0.5636124905
1546	0.5635495754
1547	0.5634942338
1548	0.5634450057
1549	0.5633861063
1550	0.5633412735
1551	0.5632796081
1552	0.5632304978
1553	0.5631863609
1554	0.5631452801
1555	0.5630966534
1556	0.5630464217
1557	0.5629783106
1558	0.5629498714
1559	0.5628989626
1560	0.5628429678
1561	0.5628014177
1562	0.5627383809
1563	0.5626982026
1564	0.5626361161
1565	0.5625855967
1566	0.5625296894
1567	0.5624837459
1568	0.5624362072
1569	0.562377202
1570	0.5623147526
1571	0.5622763671
1572	0.5622042872
1573	0.5621433663
1574	0.5620828219
1575	0.5620272248
1576	0.5619768268
1577	0.5619353602
1578	0.561884861
1579	0.5618365178
1580	0.5617859148
1581	0.5617263745
1582	0.5616505866
1583	0.5615746429
1584	0.5615274465
1585	0.5614837776
1586	0.5614364297
1587	0.5613708446
1588	0.5613188699
1589	0.5612697516
1590	0.5612286028
1591	0.5611649248
1592	0.5611037031
1593	0.5610564723
1594	0.5610142687
1595	0.5609851762
1596	0.560928573
1597	0.5608866452
1598	0.5608320063
1599	0.5607707371
1600	0.5607103395
1601	0.5606508451
1602	0.5605945112
1603	0.5605378084
1604	0.5605004368
1605	0.5604406902
1606	0.5603750158
1607	0.5603230048
1608	0.5602660778
1609	0.5601976834
1610	0.5601394724
1611	0.5600819863
1612	0.5600298544
1613	0.5599537092
1614	0.559907848
1615	0.5598642311
1616	0.5598222334
1617	0.5597686044
1618	0.5597153819
1619	0.5596638338
1620	0.5596074653
1621	0.5595519873
1622	0.5595007786
1623	0.5594663802
1624	0.5594048131
1625	0.5593585825
1626	0.5592928532
1627	0.5592384021
1628	0.5591888914
1629	0.5591463476
1630	0.5590861932
1631	0.559044202
1632	0.5590002762
1633	0.5589519115
1634	0.5588950627
1635	0.5588333358
1636	0.55879826
1637	0.5587567153
1638	0.5587169355
1639	0.5586694486
1640	0.5586431412
1641	0.5586029262
1642	0.5585497414
1643	0.558488315
1644	0.5584354402
1645	0.558391027
1646	0.5583349227
1647	0.558285099
1648	0.5582308481
1649	0.5581690503
1650	0.558112669
1651	0.5580671789
1652	0.5580080033
1653	0.5579639851
1654	0.5579179981
1655	0.5578657963
1656	0.5578307159
1657	0.5577765563
1658	0.557740982
1659	0.5576874185
1660	0.5576266885
1661	0.5575836637
1662	0.5575346436
1663	0.5574815147
1664	0.5574379886
1665	0.5573955198
1666	0.5573447671
1667	0.5573023523
1668	0.5572561054
1669	0.5572167555
1670	0.5571655655
1671	0.5571117101
1672	0.5570360383
1673	0.5569847841
1674	0.5569228416
1675	0.5568590283
1676	0.556812232
1677	0.5567479465
1678	0.5566905372
1679	0.5566342383
1680	0.5565992108
1681	0.5565572989
1682	0.5565144414
1683	0.5564611676
1684	0.5564256348
1685	0.5563627925
1686	0.5563092023
1687	0.5562473552
1688	0.5561860209
1689	0.5561407482
1690	0.5561003366
1691	0.5560626969
1692	0.5560158193
1693	0.5559661788
1694	0.5559152152
1695	0.5558669851
1696	0.5558151674
1697	0.555773561
1698	0.5557310926
1699	0.5556863364
1700	0.5556300594
1701	0.5555816686
1702	0.555533593
1703	0.5555047739
1704	0.5554621169
1705	0.5554111342
1706	0.5553740442
1707	0.5553242194
1708	0.555275069
1709	0.5552327634
1710	0.5551781059
1711	0.5551195819
1712	0.5550679727
1713	0.5550152764
1714	0.5549437624
1715	0.5549136028
1716	0.5548662543
1717	0.5548429516
1718	0.5547881059
1719	0.5547269913
1720	0.5546779326
1721	0.554624871
1722	0.5545572788
1723	0.5545090408
1724	0.5544467047
1725	0.5543903131
1726	0.5543416172
1727	0.5542804552
1728	0.5542298849
1729	0.554177105
1730	0.5541280445
1731	0.5540763254
1732	0.5540288539
1733	0.5539889796
1734	0.5539560143
1735	0.5538957484
1736	0.5538421328
1737	0.5537779068
1738	0.5537426306
1739	0.5537058323
1740	0.5536550975
1741	0.5535756684
1742	0.553538585
1743	0.5534921921
1744	0.5534340543
1745	0.5533956467
1746	0.5533489545
1747	0.5532944953
1748	0.5532500819
1749	0.5532031501
1750	0.5531582562
1751	0.5531017228
1752	0.553058102
1753	0.5529982525
1754	0.552936855
1755	0.5529025684
1756	0.5528532977
1757	0.5528007997
1758	0.5527504868
1759	0.5527011487
1760	0.5526365275
1761	0.5525974643
1762	0.5525456026
1763	0.5524894003
1764	0.5524408232
1765	0.5523902231
1766	0.5523319321
1767	0.5522633844
1768	0.5522084236
1769	0.5521648958
1770	0.552124094
1771	0.552057441
1772	0.552026201
1773	0.5519805845
1774	0.5519375543
1775	0.5518927703
1776	0.5518245409
1777	0.5517727782
1778	0.5517254764
1779	0.5516877384
1780	0.5516328037
1781	0.5515836808
1782	0.551524248
1783	0.5514733847
1784	0.5514122235
1785	0.5513785437
1786	0.5513462324
1787	0.5512913008
1788	0.5512312419
1789	0.5511756574
1790	0.5511397309
1791	0.5510964452
1792	0.5510524288
1793	0.5509984344
1794	0.5509348237
1795	0.5508777788
1796	0.5508372953
1797	0.55079286
1798	0.5507413072
1799	0.5506950081
1800	0.5506498832
1801	0.5505818708
1802	0.5505146149
1803	0.5504814368
1804	0.5504450005
1805	0.5503918218
1806	0.5503436973
1807	0.5503036021
1808	0.5502411128
1809	0.550191164
1810	0.5501453364
1811	0.550092347
1812	0.5500469135
1813	0.5500024083
1814	0.5499436626
1815	0.5498878077
1816	0.549839374
1817	0.5497692341
1818	0.5497331905
1819	0.5496943677
1820	0.5496512216
1821	0.549609592
1822	0.5495774419
1823	0.5495219292
1824	0.5494957913
1825	0.5494332316
1826	0.5493895539
1827	0.5493581291
1828	0.5493201352
1829	0.5492622736
1830	0.5492276233
1831	0.5491708137
1832	0.5491263174
1833	0.5490777029
1834	0.5490298722
1835	0.5489681888
