iter	Passed	Remaining
650	53177	763676
651	53261	763626
652	53343	763548
653	53424	763462
654	53505	763370
655	53587	763294
656	53667	763195
657	53748	763103
658	53829	763007
659	53910	762913
660	53990	762808
661	54070	762706
662	54150	762600
663	54230	762494
664	54311	762406
665	54391	762300
666	54471	762196
667	54554	762133
668	54635	762040
669	54715	761938
670	54796	761839
671	54877	761748
672	54957	761652
673	55038	761550
674	55117	761441
675	55198	761352
676	55279	761254
677	55360	761165
678	55442	761086
679	55523	761003
680	55607	760942
681	55687	760851
682	55768	760747
683	55848	760652
684	55928	760547
685	56008	760440
686	56088	760340
687	56169	760244
688	56249	760141
689	56329	760044
690	56411	759958
691	56492	759877
692	56576	759824
693	56658	759740
694	56739	759654
695	56819	759555
696	56900	759468
697	56981	759378
698	57062	759281
699	57143	759186
700	57223	759091
701	57303	758989
702	57384	758895
703	57465	758800
704	57549	758751
705	57629	758656
706	57710	758558
707	57791	758478
708	57872	758383
709	57953	758293
710	58034	758198
711	58113	758086
712	58193	757986
713	58274	757891
714	58355	757799
715	58435	757702
716	58516	757619
717	58598	757538
718	58679	757448
719	58759	757343
720	58839	757248
721	58920	757154
722	59000	757053
723	59081	756961
724	59162	756866
725	59242	756774
726	59326	756714
727	59407	756626
728	59488	756540
729	59573	756505
730	59654	756409
731	59734	756309
732	59814	756203
733	59893	756098
734	59974	756000
735	60054	755901
736	60134	755797
737	60214	755701
738	60295	755608
739	60375	755510
740	60455	755409
741	60538	755343
742	60619	755250
743	60700	755164
744	60780	755062
745	60860	754957
746	60941	754877
747	61021	754775
748	61101	754677
749	61182	754579
750	61262	754489
751	61352	754499
752	61432	754399
753	61514	754326
754	61597	754259
755	61677	754162
756	61757	754058
757	61837	753957
758	61917	753864
759	61997	753760
760	62077	753662
761	62158	753566
762	62239	753475
763	62318	753365
764	62398	753263
765	62479	753179
766	62561	753106
767	62641	753005
768	62722	752910
769	62802	752818
770	62883	752720
771	62963	752620
772	63043	752525
773	63123	752425
774	63204	752342
775	63285	752252
776	63365	752154
777	63447	752068
778	63530	752006
779	63610	751912
780	63691	751822
781	63783	751858
782	63864	751771
783	63947	751706
784	64027	751607
785	64108	751517
786	64187	751410
787	64268	751317
788	64349	751230
789	64437	751228
790	64521	751173
791	64602	751081
792	64682	750985
793	64763	750896
794	64846	750829
795	64925	750726
796	65007	750642
797	65087	750541
798	65167	750445
799	65249	750363
800	65329	750274
801	65411	750189
802	65492	750110
803	65575	750041
804	65656	749951
805	65736	749848
806	65816	749757
807	65896	749653
808	65976	749550
809	66056	749451
810	66137	749364
811	66219	749294
812	66300	749207
813	66386	749168
814	66476	749184
815	66565	749184
816	66654	749189
817	66742	749183
818	66829	749164
819	66916	749139
820	67008	749173
821	67094	749145
822	67174	749044
823	67258	748989
824	67339	748896
825	67420	748804
826	67502	748734
827	67583	748641
828	67663	748541
829	67742	748430
830	67823	748339
831	67906	748277
832	67986	748182
833	68067	748085
834	68147	747992
835	68232	747943
836	68313	747860
837	68393	747755
838	68473	747660
839	68555	747580
840	68636	747491
841	68717	747404
842	68798	747315
843	68878	747216
844	68958	747120
845	69038	747024
846	69119	746930
847	69201	746851
848	69285	746798
849	69366	746714
850	69448	746631
851	69530	746558
852	69610	746458
853	69690	746357
854	69770	746258
855	69850	746155
856	69930	746064
857	70010	745964
858	70095	745917
859	70176	745830
860	70264	745811
861	70344	745717
862	70425	745630
863	70514	745628
864	70595	745538
865	70677	745462
866	70757	745362
867	70838	745269
868	70917	745168
869	70998	745073
870	71079	744983
871	71159	744889
872	71244	744846
873	71325	744757
874	71405	744657
875	71489	744597
876	71571	744524
877	71652	744434
878	71732	744337
879	71812	744234
880	71893	744148
881	71974	744062
882	72055	743972
883	72134	743869
884	72217	743801
885	72300	743729
886	72380	743634
887	72461	743550
888	72545	743487
889	72627	743410
890	72710	743339
891	72790	743245
892	72870	743145
893	72950	743048
894	73030	742954
895	73117	742928
896	73196	742821
897	73282	742778
898	73362	742683
899	73443	742594
900	73525	742517
901	73605	742421
902	73686	742328
903	73765	742228
904	73846	742137
905	73925	742031
906	74006	741938
907	74085	741836
908	74165	741733
909	74249	741679
910	74329	741584
911	74410	741491
912	74494	741438
913	74575	741347
914	74656	741258
915	74735	741154
916	74816	741062
917	74896	740968
918	74976	740873
919	75056	740773
920	75136	740676
921	75220	740621
922	75303	740554
923	75384	740463
924	75465	740380
925	75549	740317
926	75629	740224
927	75709	740130
928	75791	740043
929	75871	739949
930	75951	739852
931	76031	739759
932	76112	739673
933	76195	739599
934	76277	739528
935	76358	739436
936	76438	739338
937	76519	739254
938	76600	739162
939	76679	739062
940	76760	738974
941	76840	738879
942	76920	738781
943	77000	738680
944	77080	738585
945	77161	738502
946	77246	738454
947	77326	738356
948	77406	738257
949	77489	738193
950	77570	738103
951	77651	738011
952	77731	737919
953	77812	737830
954	77891	737726
955	77972	737637
956	78052	737544
957	78133	737455
958	78219	737413
959	78299	737317
960	78383	737263
961	78464	737174
962	78546	737100
963	78627	737007
964	78706	736905
965	78787	736819
966	78868	736731
967	78948	736637
968	79029	736545
969	79109	736456
970	79195	736407
971	79278	736343
972	79358	736247
973	79438	736156
974	79521	736087
975	79601	735988
976	79681	735895
977	79762	735809
978	79843	735716
979	79923	735619
980	80003	735523
981	80083	735432
982	80167	735369
983	80251	735316
984	80332	735227
985	80414	735148
986	80496	735073
987	80576	734976
988	80657	734890
989	80738	734801
990	80818	734704
991	80898	734612
992	80979	734522
993	81059	734425
994	81139	734336
995	81225	734288
996	81305	734193
997	81386	734111
998	81470	734051
999	81549	733949
1000	81630	733861
1001	81711	733771
1002	81791	733672
1003	81871	733581
1004	81952	733491
1005	82033	733404
1006	82113	733313
1007	82197	733251
1008	82280	733186
1009	82360	733092
1010	82441	733004
1011	82524	732930
1012	82603	732830
1013	82684	732746
1014	82777	732768
1015	82857	732670
1016	82938	732581
1017	83018	732486
1018	83098	732391
1019	83181	732323
1020	83264	732250
1021	83344	732156
1022	83425	732071
1023	83508	732004
1024	83588	731912
1025	83669	731825
1026	83749	731725
1027	83828	731624
1028	83909	731536
1029	83989	731444
1030	84069	731349
1031	84151	731267
1032	84235	731208
1033	84315	731116
1034	84396	731025
1035	84479	730963
1036	84560	730873
1037	84640	730780
1038	84721	730693
1039	84801	730601
1040	84881	730503
1041	84961	730410
1042	85041	730314
1043	85121	730222
1044	85206	730168
1045	85287	730079
1046	85367	729987
1047	85451	729924
1048	85532	729838
1049	85613	729749
1050	85693	729660
1051	85773	729565
1052	85854	729476
1053	85935	729390
1054	86015	729300
1055	86096	729209
1056	86180	729148
1057	86260	729057
1058	86340	728962
1059	86421	728876
1060	86504	728809
1061	86585	728722
1062	86665	728624
1063	86745	728531
1064	86826	728442
1065	86906	728354
1066	86987	728264
1067	87078	728263
1068	87159	728178
1069	87243	728116
1070	87324	728030
1071	87404	727940
1072	87486	727858
1073	87566	727762
1074	87647	727674
1075	87726	727577
1076	87806	727480
1077	87886	727388
1078	87967	727299
1079	88047	727209
1080	88136	727184
1081	88221	727133
1082	88301	727038
1083	88381	726948
1084	88466	726890
1085	88546	726798
1086	88627	726711
1087	88707	726618
1088	88787	726527
1089	88871	726462
1090	88952	726374
1091	89032	726279
1092	89112	726186
1093	89196	726131
1094	89277	726043
1095	89358	725954
1096	89440	725880
1097	89521	725792
1098	89600	725694
1099	89681	725608
1100	89762	725515
1101	89842	725428
1102	89923	725340
1103	90003	725246
1104	90084	725162
1105	90168	725097
1106	90251	725024
1107	90336	724975
1108	90417	724892
1109	90501	724828
1110	90582	724745
1111	90663	724659
1112	90745	724579
1113	90826	724495
1114	90907	724405
1115	90988	724317
1116	91067	724221
1117	91149	724140
1118	91232	724073
1119	91312	723979
1120	91393	723890
1121	91475	723812
1122	91556	723724
1123	91636	723632
1124	91716	723537
1125	91795	723442
1126	91876	723350
1127	91956	723260
1128	92036	723168
1129	92116	723075
1130	92201	723023
1131	92283	722938
1132	92363	722846
1133	92447	722783
1134	92527	722692
1135	92608	722608
1136	92689	722521
1137	92769	722431
1138	92850	722341
1139	92931	722256
1140	93012	722167
1141	93092	722077
1142	93178	722030
1143	93259	721944
1144	93339	721851
1145	93421	721771
1146	93503	721697
1147	93583	721600
1148	93663	721512
1149	93745	721429
1150	93826	721345
1151	93907	721263
1152	93987	721170
1153	94068	721080
1154	94151	721011
1155	94234	720940
1156	94314	720848
1157	94395	720762
1158	94477	720685
1159	94557	720596
1160	94638	720506
1161	94719	720419
1162	94799	720326
1163	94878	720228
1164	94959	720143
1165	95040	720054
1166	95122	719978
1167	95208	719933
1168	95288	719838
1169	95369	719756
1170	95453	719688
1171	95533	719598
1172	95613	719507
1173	95693	719416
1174	95773	719317
1175	95853	719226
1176	95932	719128
1177	96013	719040
1178	96092	718944
1179	96177	718887
1180	96258	718801
1181	96338	718710
1182	96421	718637
1183	96503	718556
1184	96583	718467
1185	96663	718375
1186	96744	718287
1187	96824	718194
1188	96903	718099
1189	96984	718013
1190	97065	717926
1191	97148	717857
1192	97229	717774
1193	97310	717683
1194	97391	717598
1195	97473	717518
1196	97552	717425
1197	97633	717338
1198	97714	717250
1199	97795	717166
1200	97875	717077
1201	97955	716984
1202	98035	716892
1203	98116	716807
1204	98200	716741
1205	98280	716649
1206	98361	716565
1207	98445	716498
1208	98526	716414
1209	98607	716328
1210	98688	716242
1211	98769	716157
1212	98848	716063
1213	98929	715976
1214	99010	715889
1215	99091	715804
1216	99176	715750
1217	99256	715658
1218	99337	715573
1219	99420	715503
1220	99500	715408
1221	99581	715321
1222	99661	715235
1223	99741	715142
1224	99825	715076
1225	99906	714989
1226	99986	714899
1227	100066	714809
1228	100150	714746
1229	100233	714669
1230	100313	714582
1231	100393	714488
1232	100476	714416
1233	100556	714327
1234	100637	714238
1235	100717	714149
1236	100797	714055
1237	100877	713964
1238	100958	713877
1239	101038	713790
1240	101121	713720
1241	101205	713654
1242	101286	713567
1243	101366	713478
1244	101448	713397
1245	101527	713299
1246	101608	713212
1247	101687	713117
1248	101768	713032
1249	101849	712946
1250	101929	712857
1251	102011	712773
1252	102091	712685
1253	102176	712630
1254	102256	712538
1255	102337	712451
1256	102419	712377
1257	102501	712294
1258	102582	712208
1259	102662	712117
1260	102742	712024
1261	102822	711933
1262	102901	711840
1263	102982	711752
1264	103064	711673
1265	103149	711615
1266	103230	711534
1267	103311	711444
1268	103392	711360
1269	103474	711286
1270	103556	711206
1271	103637	711122
1272	103720	711050
1273	103800	710960
1274	103880	710866
1275	103960	710775
1276	104039	710681
1277	104125	710627
1278	104207	710551
1279	104287	710459
1280	104369	710378
1281	104451	710302
1282	104531	710210
1283	104611	710119
1284	104692	710031
1285	104772	709941
1286	104853	709859
1287	104933	709769
1288	105014	709682
1289	105095	709596
1290	105181	709549
1291	105261	709458
1292	105342	709369
1293	105424	709294
1294	105505	709210
1295	105586	709127
1296	105667	709039
1297	105747	708950
1298	105827	708856
1299	105907	708768
1300	105988	708682
1301	106069	708597
1302	106155	708542
1303	106234	708449
1304	106315	708365
1305	106399	708297
1306	106479	708209
1307	106559	708117
1308	106640	708033
1309	106722	707953
1310	106802	707864
1311	106883	707774
1312	106965	707697
1313	107045	707610
1314	107129	707545
1315	107210	707461
1316	107291	707375
1317	107373	707294
1318	107456	707227
1319	107545	707191
1320	107628	707123
1321	107715	707076
1322	107796	706995
1323	107876	706901
1324	107958	706820
1325	108038	706734
1326	108120	706654
1327	108203	706583
1328	108285	706502
1329	108365	706412
1330	108447	706334
1331	108527	706245
1332	108607	706153
1333	108687	706060
1334	108767	705969
1335	108848	705885
1336	108929	705801
1337	109010	705716
1338	109092	705639
1339	109177	705580
1340	109258	705494
1341	109340	705415
1342	109422	705339
1343	109502	705247
1344	109583	705160
1345	109664	705078
1346	109745	704993
1347	109825	704903
1348	109905	704813
1349	109986	704729
1350	110066	704639
1351	110153	704593
1352	110233	704501
1353	110313	704406
1354	110395	704332
1355	110477	704252
1356	110557	704163
1357	110637	704072
1358	110719	703990
1359	110800	703905
1360	110880	703815
1361	110961	703735
1362	111042	703648
1363	111127	703591
1364	111208	703503
1365	111288	703417
1366	111370	703335
1367	111453	703265
1368	111533	703174
1369	111613	703082
1370	111694	703001
1371	111775	702915
1372	111855	702822
1373	111935	702734
1374	112016	702645
1375	112097	702563
1376	112181	702501
1377	112262	702412
1378	112344	702334
1379	112426	702259
1380	112506	702165
1381	112585	702071
1382	112666	701988
1383	112747	701904
1384	112828	701815
1385	112908	701726
1386	112987	701633
1387	113070	701561
1388	113157	701508
1389	113237	701420
1390	113318	701333
1391	113402	701270
1392	113482	701182
1393	113563	701093
1394	113643	701003
1395	113723	700917
1396	113803	700826
1397	113884	700740
1398	113964	700648
1399	114044	700562
1400	114130	700507
1401	114211	700424
1402	114292	700336
1403	114374	700260
1404	114456	700178
1405	114536	700091
1406	114616	700001
1407	114697	699916
1408	114778	699829
1409	114858	699738
1410	114938	699650
1411	115017	699556
1412	115101	699489
1413	115184	699416
1414	115264	699324
1415	115344	699237
1416	115428	699167
1417	115508	699081
1418	115588	698990
1419	115668	698897
1420	115749	698815
1421	115829	698723
1422	115909	698636
1423	115990	698551
1424	116070	698462
1425	116157	698408
1426	116237	698322
1427	116319	698242
1428	116402	698170
1429	116483	698085
1430	116564	697999
1431	116644	697911
1432	116725	697826
1433	116804	697734
1434	116885	697645
1435	116966	697563
1436	117047	697477
1437	117133	697426
1438	117215	697345
1439	117296	697264
1440	117381	697199
1441	117461	697110
1442	117541	697022
1443	117621	696930
1444	117703	696855
1445	117784	696771
1446	117866	696690
1447	117947	696607
1448	118027	696518
1449	118113	696462
1450	118192	696368
1451	118273	696280
1452	118353	696194
1453	118437	696125
1454	118517	696037
1455	118598	695950
1456	118678	695863
1457	118758	695771
1458	118839	695686
1459	118920	695601
1460	119000	695512
1461	119083	695440
1462	119166	695368
1463	119246	695279
1464	119327	695196
1465	119409	695116
1466	119490	695033
1467	119570	694941
1468	119650	694853
1469	119731	694767
1470	119811	694677
1471	119892	694593
1472	119972	694503
1473	120052	694417
1474	120138	694360
1475	120218	694268
1476	120298	694178
1477	120380	694099
1478	120461	694015
1479	120542	693933
1480	120622	693844
1481	120701	693750
1482	120782	693666
1483	120863	693578
1484	120943	693491
1485	121024	693405
1486	121109	693344
1487	121190	693260
1488	121270	693174
1489	121352	693092
1490	121433	693009
1491	121513	692920
1492	121593	692831
1493	121673	692741
1494	121753	692653
1495	121833	692562
1496	121914	692476
1497	121995	692393
1498	122077	692317
1499	122160	692245
1500	122241	692159
1501	122323	692079
1502	122403	691993
1503	122484	691906
1504	122564	691815
1505	122644	691727
1506	122724	691637
1507	122803	691543
1508	122883	691452
1509	122962	691359
1510	123044	691281
1511	123130	691222
1512	123210	691134
1513	123290	691046
1514	123373	690975
1515	123454	690891
1516	123535	690803
1517	123619	690737
1518	123701	690659
1519	123786	690596
1520	123871	690537
1521	123956	690476
1522	124038	690395
1523	124123	690337
1524	124205	690258
1525	124286	690170
1526	124369	690100
1527	124450	690017
1528	124535	689952
1529	124616	689869
1530	124699	689795
1531	124778	689700
1532	124859	689615
1533	124945	689560
1534	125026	689478
1535	125114	689430
1536	125194	689345
1537	125274	689255
1538	125359	689189
1539	125440	689106
1540	125521	689021
1541	125604	688949
1542	125688	688883
1543	125770	688805
1544	125857	688752
1545	125944	688700
1546	126026	688622
1547	126120	688611
1548	126201	688527
1549	126282	688441
1550	126365	688371
1551	126445	688280
1552	126530	688220
1553	126617	688166
1554	126705	688120
1555	126789	688052
1556	126872	687978
1557	126956	687913
1558	127042	687853
1559	127129	687801
1560	127212	687731
1561	127297	687666
1562	127382	687602
1563	127463	687521
1564	127554	687491
1565	127649	687479
1566	127733	687413
1567	127817	687347
1568	127908	687312
1569	127996	687268
1570	128089	687248
1571	128179	687212
1572	128267	687163
1573	128358	687133
1574	128446	687086
1575	128535	687044
1576	128620	686980
1577	128705	686916
1578	128793	686871
1579	128877	686802
1580	128958	686720
1581	129042	686647
1582	129129	686597
1583	129210	686513
1584	129292	686432
1585	129374	686355
1586	129455	686271
1587	129536	686184
1588	129617	686098
1589	129698	686014
1590	129778	685925
1591	129858	685835
1592	129938	685747
1593	130019	685662
1594	130107	685612
1595	130186	685520
1596	130267	685431
1597	130349	685356
1598	130429	685267
1599	130510	685180
1600	130591	685093
1601	130671	685005
1602	130752	684921
1603	130833	684835
1604	130913	684746
1605	130993	684656
1606	131077	684590
1607	131161	684517
1608	131240	684425
1609	131321	684341
1610	131404	684263
1611	131485	684180
1612	131564	684087
1613	131645	684002
1614	131726	683919
1615	131806	683825
1616	131886	683738
1617	131965	683644
1618	132049	683576
1619	132131	683496
1620	132211	683407
1621	132292	683321
1622	132373	683238
1623	132453	683148
1624	132533	683058
1625	132616	682983
1626	132696	682894
1627	132778	682814
1628	132858	682727
1629	132949	682693
1630	133033	682620
1631	133120	682570
1632	133201	682484
1633	133282	682399
1634	133366	682328
1635	133445	682238
1636	133525	682148
1637	133607	682064
1638	133688	681980
1639	133769	681897
1640	133853	681827
1641	133944	681797
1642	134033	681750
1643	134120	681696
1644	134205	681635
1645	134291	681576
1646	134385	681554
1647	134475	681514
1648	134559	681445
1649	134640	681363
1650	134727	681307
1651	134817	681266
1652	134910	681244
1653	135003	681221
1654	135099	681211
1655	135185	681153
1656	135270	681085
1657	135354	681016
1658	135436	680935
1659	135516	680850
1660	135599	680772
1661	135683	680703
1662	135764	680617
1663	135845	680532
1664	135927	680454
